酒名英文字段,年份字段,单价字段,散支字段,整箱字段,整箱规格字段,净含量字段,官网链接,供货商,供货商代码,上传时间
Chateauneuf du Pape Chateau Rayas 1994,1994.0,10175,4,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateauneuf du Pape Chateau Rayas 1995,1995.0,12950,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateauneuf du Pape Chateau Rayas 1996,1996.0,11100,5,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateauneuf du Pape Chateau Rayas 2005,2005.0,10638,5,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateauneuf du Pape Chateau Rayas 2006,2006.0,8510,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateauneuf du Pape Chateau Rayas 2007,2007.0,8140,3,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateauneuf du Pape Chateau Rayas 2007,2007.0,0,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateauneuf du Pape Chateau Rayas 2009,2009.0,11378,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateauneuf du Pape Chateau Rayas 2009,2009.0,0,3,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateauneuf du Pape Chateau Rayas 2010,2010.0,13875,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Clos L'Eglise 2004,2004.0,722,2,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Clos St Denis Domaine Arlaud 2018,2018.0,2220,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos St Denis, Grand Cru Lucien Le Moine 2005",2005.0,3192,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos St Denis, Grand Cru Lucien Le Moine 2008",2008.0,2590,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos St Denis,Grand Cru,Louis Jadot 2005",2005.0,12210,2,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos St Denis,Grand Cru,Louis Jadot 2005",2005.0,2452,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos St. Denis, Domaine Dujac 2004",2004.0,7955,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos St. Denis, Domaine Dujac 2006",2006.0,7863,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos St. Denis, Domaine Dujac 2008",2008.0,7863,1,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos St. Denis, Domaine Dujac 2009",2009.0,12488,1,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos St. Denis, Domaine Dujac 2012",2012.0,7955,4,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos St. Denis, Domaine Dujac 2014",2014.0,6660,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos St. Denis, Domaine Dujac 2017",2017.0,6753,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Clos Vougeot Domaine Rene Engel 1996,1996.0,21275,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Clos Vougeot Domaine Rene Engel 1999,1999.0,17113,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Clos Vougeot Domaine Rene Engel 2003,2003.0,17113,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Clos Vougeot Grand Cru Domaine Prieure-Roch 2005,2005.0,11563,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos Vougeot, Georges Mugneret-Gibourg 2007",2007.0,10638,0,1,3,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos Vougeot, Georges Mugneret-Gibourg 2008",2008.0,9990,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos Vougeot, Georges Mugneret-Gibourg 2013",2013.0,7123,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos Vougeot,Grand Cru,Chateau de la Tour 2009",2009.0,1434,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos Vougeot,Grand Cru,d'Eugenie 2008",2008.0,2082,4,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos Vougeot,Grand Cru,d'Eugenie 2009",2009.0,2683,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos Vougeot,Grand Cru,d'Eugenie 2012",2012.0,2729,4,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos Vougeot,Grand Cru,d'Eugenie 2014",2014.0,2452,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos Vougeot,Grand Cru,d'Eugenie 2015",2015.0,2960,4,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos Vougeot,Grand Cru,d'Eugenie 2015",2015.0,0,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de Tart,Grand Cru,Mommessin 2005",2005.0,5458,1,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de Tart,Grand Cru,Mommessin 2006",2006.0,3978,1,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de Tart,Grand Cru,Mommessin 2008",2008.0,3700,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de Tart,Grand Cru,Mommessin 2012",2012.0,3793,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de Tart,Grand Cru,Mommessin 2013",2013.0,3515,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de Tart,Grand Cru,Mommessin 2016",2016.0,4302,4,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de Vougeot, Grand Cru, Jean Grivot 2002",2002.0,2498,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de Vougeot,Grand Cru,Meo Camuzet 2018",2018.0,2452,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de Vougeot,Grand Cru,Meo Camuzet 2019",2019.0,3007,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de Vougeot,Grand Cru,Tortochot 2011",2011.0,1110,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de Vougeot,Grand Cru,VV, Domaine Ponsot 2011",2011.0,3330,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Clos de la Roche Domaine Chantal Remy 2016,2016.0,3053,2,1,3,1500,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Clos de la Roche Domaine Chantal Remy 2017,2017.0,1527,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Clos de la Roche Domaine Chantal Remy 2017,2017.0,0,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de la Roche, Grand Cru, Ponsot 2015",2015.0,3700,5,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de la Roche,Grand Cru,Armand Rousseau Pere et Fils 2013",2013.0,5550,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de la Roche,Grand Cru,Domaine Dujac 2006",2006.0,9713,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de la Roche,Grand Cru,Domaine Dujac 2017",2017.0,5458,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de la Roche,Grand Cru,Domaine Dujac 2018",2018.0,6753,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de la Roche,Grand Cru,Domaine Dujac 2020",2020.0,7863,0,2,3,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Clos de la Roche,Grand Cru,Nicolas Potel 2005",2005.0,1850,1,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Clos des Papes CNDP 2006,2006.0,722,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Clos des Papes CNDP 2010,2010.0,1110,7,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Clos des Papes CNDP 2011,2011.0,602,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Domaine de Chevalier Rouge 2008,2008.0,555,9,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Dominus 1992,1992.0,3700,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Dominus 1996,1996.0,2313,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Dominus 1997,1997.0,2590,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Dominus 1999,1999.0,1804,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Dominus 2001,2001.0,2452,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Dominus 2003,2003.0,1850,2,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Dominus 2005,2005.0,2267,2,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Dominus 2006,2006.0,2082,5,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Dominus 2012,2012.0,1943,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Dominus 2014,2014.0,1665,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Dominus 2016,2016.0,2220,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
E. Guigal - Ermitage Ex-Voto 2007,2007.0,2220,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
E. Guigal Cote Rotie La Landonne 2006,2006.0,2313,2,0,3,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
E. Guigal Cote Rotie La Mouline 2007,2007.0,2683,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
E. Guigal Cote Rotie La Turque 2007,2007.0,2683,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Domaine Arnoux-Lachaux 2002,2002.0,7863,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Domaine Arnoux-Lachaux 2009,2009.0,6660,1,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Domaine Dujac 2011,2011.0,7863,1,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Domaine Dujac 2016,2016.0,7863,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Domaine Dujac 2016,2016.0,7863,4,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Domaine Dujac 2017,2017.0,6290,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Domaine Dujac 2020,2020.0,8510,0,2,3,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Domaine Dujac 2020,2020.0,0,2,0,3,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Grand Cru Emmanuel Rouget 1999,1999.0,11563,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Grand Cru Emmanuel Rouget 1999,1999.0,0,4,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Grand Cru Emmanuel Rouget 2008,2008.0,8510,4,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Grand Cru Emmanuel Rouget 2011,2011.0,6753,5,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Grand Cru Emmanuel Rouget 2015,2015.0,8325,11,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Grand Cru Emmanuel Rouget 2016,2016.0,7400,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Grand Cru Emmanuel Rouget 2017,2017.0,7030,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Grand Cru Emmanuel Rouget 2019,2019.0,6383,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Grand Cru Georges Mugneret Gibourg 1999,1999.0,8788,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Grand Cru Georges Mugneret-Gibourg 2006,2006.0,9065,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Grand Cru Georges Mugneret-Gibourg 2012,2012.0,10175,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Grand Cru Georges Mugneret-Gibourg 2015,2015.0,9713,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Grand Cru Georges Mugneret-Gibourg 2017,2017.0,7215,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Echezeaux Grand Cru Jean Grivot 2009,2009.0,4302,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Echezeaux,Grand Cru DRC 2008",2008.0,22200,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Gevrey Chambertin Aux Combottes Domaine Dujac 2017,2017.0,2775,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin Aux Echezeaux VV, Fourrier 2013",2013.0,1989,2,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin Aux Echezeaux VV, Fourrier 2014",2014.0,1989,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin Cazetiers, Bruno Clair 2005",2005.0,1480,8,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin Champeaux, Fourrier 2008",2008.0,2313,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin Cherbaudes, Fourrier 2005",2005.0,2729,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin Cherbaudes, Fourrier 2014",2014.0,2313,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin Cherbaudes, Fourrier 2015",2015.0,2590,0,2,3,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin Cherbaudes, Fourrier 2016",2016.0,2082,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin Cherbaudes, Fourrier 2016",2016.0,2082,2,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Gevrey Chambertin Claude Dugat 2010,2010.0,1203,3,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Gevrey Chambertin Claude Dugat 2019,2019.0,1157,4,3,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Gevrey Chambertin Combe Aux Moines VV - Fourrier 2014,2014.0,1897,2,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Gevrey Chambertin Combe Aux Moines VV - Fourrier 2014,2014.0,0,2,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin Goulots, Fourrier 2013",2013.0,2174,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin Goulots, Fourrier 2014",2014.0,2082,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin Goulots, Fourrier 2015",2015.0,2359,5,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Gevrey Chambertin Lavaux St Jacques - Confuron-Cotetidot 2013,2013.0,1157,4,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Gevrey Chambertin Lavaux St Jacques Domaine Duroche 2019,2019.0,3469,3,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Gevrey Chambertin Lavaux St Jacques Domaine Duroche 2020,2020.0,0,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Gevrey Chambertin Lavaux St. Jacques Denis Mortet 2009,2009.0,2775,1,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Gevrey Chambertin Lavaux St. Jacques Denis Mortet 2009,2009.0,0,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin Vieilles Vignes, Domaine Fourrier 2014",2014.0,1203,2,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin Vieilles Vignes, Domaine Fourrier 2015",2015.0,1249,3,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin, Combe Aux Moines, Faiveley 2010",2010.0,1018,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er, Denis Mortet 2011",2011.0,1712,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques(OWC),Louis Jadot 2005",2005.0,2405,10,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques,Armand Rousseau Pere et Fils 1996",1996.0,13413,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques,Armand Rousseau Pere et Fils 1999",1999.0,21090,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques,Armand Rousseau Pere et Fils 2013",2013.0,8788,3,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques,Armand Rousseau Pere et Fils 2016",2016.0,11100,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques,Armand Rousseau Pere et Fils 2017",2017.0,9204,3,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques,Armand Rousseau Pere et Fils 2018",2018.0,9944,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques,Armand Rousseau Pere et Fils 2018",2018.0,9944,4,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques,VV Fourrier 2000",2000.0,5689,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques,VV Fourrier 2008",2008.0,4764,3,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques,VV Fourrier 2014",2014.0,5273,2,0,3,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques,VV Fourrier 2015",2015.0,17483,0,1,3,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques,VV Fourrier 2015",2015.0,5088,2,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques,VV Fourrier 2015",2015.0,17483,0,1,3,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques,VV Fourrier 2016",2016.0,4857,4,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques,VV Fourrier 2017",2017.0,4625,9,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Clos St Jacques,VV Fourrier 2017",2017.0,4625,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Lavaux St Jacques,Louis Jadot 2009",2009.0,972,3,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,1er,Lavaux St. Jacques, Domaine Gabriel Tortochot 2012",2012.0,634,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,Lavaux St Jacques,Armand Rousseau Pere et Fils 2011",2011.0,5828,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,Lavaux St Jacques,Armand Rousseau Pere et Fils 2016",2016.0,5180,5,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,Lavaux St Jacques,Armand Rousseau Pere et Fils 2018",2018.0,5088,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Gevrey Chambertin,VV,Rossignol Trapet 2011",2011.0,417,5,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Giacomo Conterno Barolo Monfortino 2005,2005.0,7585,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Giacomo Conterno Barolo Monfortino 2006,2006.0,8695,3,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Givry,1er,Clos du Cras Long,Danjean-Berthoux 2011",2011.0,417,2,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Grands Echezeaux Grand Cru Domaine Rene Engel 1999,1999.0,30525,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Grands Echezeaux Grand Cru Lucien le Moine 2005,2005.0,4302,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Grands Echezeaux,Grand Cru DRC 2000",2000.0,25715,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Griotte Chambertin Claude Dugat 2016,2016.0,8557,3,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Griotte Chambertin VV, Fourrier 2006",2006.0,7354,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Griotte Chambertin VV, Fourrier 2014",2014.0,8695,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Griotte Chambertin VV, Fourrier 2015",2015.0,8002,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Griotte Chambertin VV, Fourrier 2015",2015.0,8002,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Griotte Chambertin VV, Fourrier 2015",2015.0,8002,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Griotte Chambertin VV, Fourrier 2016",2016.0,7863,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Griotte Chambertin VV, Fourrier 2016",2016.0,0,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Griotte Chambertin, Grand Cru Joseph Drouhin 2011",2011.0,2729,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Griotte Chambertin, Grand Cru Ponsot 2005",2005.0,4348,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Griotte Chambertin, Grand Cru Ponsot 2007",2007.0,3053,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Griotte Chambertin, Grand Cru Ponsot 2013",2013.0,3053,4,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
"Griotte Chambertin, Grand Cru Ponsot 2014",2014.0,3145,4,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Harlan Estate 1998,1998.0,7678,0,1,3,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Harlan Estate 2002,2002.0,12488,0,1,3,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Harlan Estate 2004,2004.0,7863,3,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Harlan Estate 2005,2005.0,8603,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
