酒名英文字段,酒名中文字段,年份字段,单价字段,散支字段,官网链接,供货商,供货商代码,上传时间
"Nuits St Georges Aux Lavieres, Jean Grivot",格里沃. 夜圣乔治 Aux Lavieres,2010.0,1450.0,12,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Nuits St Georges Longecourts, Martin Ludovic",Martin Ludovic. 夜圣乔治 Longecourts 村酒,2017.0,500.0,7,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Nuits St Georges, Arnoux Lachaux (ocb)",安慕拉夏. 夜圣乔治 村酒 (原箱),2016.0,3000.0,12,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pommard 1er Clos de La Commaraine, Domaine de la Commaraine",凯南之坡庄园. 玻玛 一级园 Commaraine,2020.0,1850.0,26,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pommard 1er Clos de La Commaraine, Domaine de la Commaraine 1.5L",凯南之坡庄园. 玻玛 一级园 Commaraine 1.5L,2020.0,3600.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pommard 1er Grands Epenots, Michel Gaunoux",米歇尔 格鲁. 玻玛 一级园 大爱佩洛园,2010.0,1600.0,12,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pommard 1er Les Charmots, Parigot",Parigot. 玻玛 一级园 Les Charmots,1990.0,1700.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pommard 1er Les Pezerolles, Domaine de Montille",德蒙蒂. 玻玛 一级园 Les Pezerolles,1999.0,1550.0,12,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pommard 1er Les Pezerolles, Domaine de Montille",德蒙蒂. 玻玛 一级园 Les Pezerolles,1999.0,1550.0,11,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pommard 1er Les Rugiens, Domaine de Courcel",Domaine de Courcel. 玻玛 一级园 Les Rugiens,2010.0,1300.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pommard 1er Les Rugiens, Domaine de Montille",德蒙蒂. 玻玛 一级园 Les Rugiens,2005.0,1350.0,24,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pommard 1er Les Rugiens, Hubert de Montille",德蒙蒂. 玻玛 一级园 Les Rugiens,1996.0,1950.0,11,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pommard Les Vaumuriens, Coche Dury",科奇. 玻玛 Les Vaumuriens,2004.0,3500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pommard Les Vignots, Domaine Leroy",乐华. 玻玛 Les Vignots,2002.0,25500.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pommard Les Vignots, Domaine Leroy",乐华. 玻玛 Les Vignots,2000.0,24000.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pouilly Fuisse Cuvee Unique, Guffens Heynen",古芬 海宁. 普伊 富赛 Cuvee Unique 村酒,2021.0,1000.0,8,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pouilly Fuisse, Guffens Heynen",古芬 海宁. 普伊 富赛 村酒,2020.0,1000.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Batard Montrachet, Blain Gagnard",Blain Gagnard. 巴塔 蒙哈榭,2009.0,3200.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Batard Montrachet, Etienne Sauzet",Etienne Sauzet. 巴塔 蒙哈榭,2008.0,4800.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Batard Montrachet, Gebriel Jouard (soiled label)",Gebriel Jouard. 巴塔 蒙哈榭 (污标),1992.0,5000.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Batard Montrachet, Henri Boillot (owc)",亨利 布瓦洛. 巴塔 蒙哈榭 (原箱),2013.0,4200.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Batard Montrachet, Leflaive",勒弗莱. 巴塔 蒙哈榭,2021.0,8800.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Batard Montrachet, Leflaive",勒弗莱. 巴塔 蒙哈榭,2013.0,8800.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Batard Montrachet, Marc Colin",马克 歌林. 巴塔 蒙哈榭,2017.0,4900.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Batard Montrachet, Marc Morey",Marc Morey. 巴塔 蒙哈榭,2000.0,2900.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Batard Montrachet, Paul Pernot",Paul Pernot. 巴塔 蒙哈榭,2014.0,3700.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Batard Montrachet, Paul Pernot",Paul Pernot. 巴塔 蒙哈榭,1999.0,3000.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Batard Montrachet, Philippe Brenot",Philippe Brenot. 巴塔 蒙哈榭,2005.0,1700.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bienvenues Batard Montrachet, Leflaive",勒弗莱. 碧维妮 巴塔 蒙哈榭,2016.0,8300.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bienvenues Batard Montrachet, Leflaive",勒弗莱. 碧维妮 巴塔 蒙哈榭,2011.0,7000.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bienvenues Batard Montrachet, Olivier Leflaive",奥利弗 勒弗莱. 碧维妮 巴塔 蒙哈榭,2020.0,5600.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bienvenues Batard Montrachet, Paul Pernot (ocb)",Paul Pernot. 碧维妮 巴塔 蒙哈榭 (原箱),2015.0,2450.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bienvenues Batard Montrachet, Vincent Girardin 3L (owc)",⽂森 吉拉丹. 碧维妮 巴塔 蒙哈榭 3L (原箱),2014.0,11500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chevalier Montrachet, Georges Deleger (soiled label)",Georges Deleger. 骑士 蒙哈榭 (污标),1996.0,2700.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chevalier Montrachet, Leflaive",勒弗莱. 骑士 蒙哈榭,2021.0,13500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chevalier Montrachet, Leflaive",勒弗莱. 骑士 蒙哈榭,2013.0,11800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chevalier Montrachet, Leflaive (owc)",勒弗莱. 骑士 蒙哈榭 (原箱),2012.0,11800.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chevalier Montrachet, Leflaive (soiled label)",勒弗莱. 骑士 蒙哈榭 (污标),2014.0,13500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chevalier Montrachet, Michel Niellon",Michel Niellon. 骑士 蒙哈榭,2018.0,4500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chevalier Montrachet, Michel Niellon",Michel Niellon. 骑士 蒙哈榭,2014.0,5800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chevalier Montrachet, Michel Niellon",Michel Niellon. 骑士 蒙哈榭,2006.0,3500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chevalier Montrachet, Michel Niellon",Michel Niellon. 骑士 蒙哈榭,2001.0,4900.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chevalier Montrachet, Philippe Colin",Philippe Colin. 骑士 蒙哈榭,2007.0,3300.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chevalier Montrachet, Ramonet",拉梦奈. 骑士 蒙哈榭,2019.0,13000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chevalier Montrachet, Ramonet",拉梦奈. 骑士 蒙哈榭,2012.0,16500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chevalier Montrachet, Vincent Dancer",文森 特丹瑟. 骑士 蒙哈榭,2013.0,13800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Montrachet GC, Charton et Trebuchet",Charton et Trebuchet. 蒙哈榭,1997.0,5500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Montrachet GC, Jacques Prieur",Jacques Prieur. 蒙哈榭,2018.0,6500.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Montrachet GC, Louis Latour",路易拉图. 蒙哈榭,1981.0,3500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Montrachet GC, Olivier Leflaive (owc)",奥利弗 勒弗莱. 蒙哈榭 (原箱),2017.0,8500.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Montrachet GC, Pierre Girardin (owc)",PVG. 蒙哈榭 (原箱),2019.0,15800.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Montrachet GC, Roland Thevenin (soiled label)",Roland Thevenin. 蒙哈榭 (污标),1947.0,4800.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Champ Canet, Etenne Sauzet",Etenne Sauzet. 夏沙尼蒙哈榭 一级园 Champs Canet,2018.0,1700.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Champ Gain, Olivier Leflaive",奥利弗 勒弗莱. 普里尼蒙哈榭 一级园 Champ Gain,2020.0,1200.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Clavoillon, Leflaive",勒弗莱. 普里尼蒙哈榭 一级园 克拉维蓉,2017.0,3100.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Clavoillon, Leflaive",勒弗莱. 普里尼蒙哈榭 一级园 克拉维蓉,2013.0,2900.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Clavoillon, Leflaive",勒弗莱. 普里尼蒙哈榭 一级园 克拉维蓉,2010.0,3300.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Clos de la Mouchere, Henri Boillot",亨利 布瓦洛.普里尼蒙哈榭 一级园 Clos de la Mouchere,2019.0,1750.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Clos de la Mouchere, Henri Boillot",亨利 布瓦洛.普里尼蒙哈榭 一级园 Clos de la Mouchere,2018.0,1600.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Clos de la Mouchere, Henri Boillot",亨利 布瓦洛.普里尼蒙哈榭 一级园 Clos de la Mouchere,2018.0,1600.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Clos de la Mouchere, Henri Boillot",亨利 布瓦洛.普里尼蒙哈榭 一级园 Clos de la Mouchere,2016.0,1800.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er La Garenne, Genot Boulanger",Genot Boulanger. 普里尼蒙哈榭 一级园 La Garenne,2018.0,800.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er La Garenne, Genot Boulanger",Genot Boulanger. 普里尼蒙哈榭 一级园 La Garenne,2014.0,950.0,8,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Le Cailleret, Domaine de Montille",德蒙蒂. 普里尼蒙哈榭 一级园 Les Cailleret,2017.0,1250.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Le Cailleret, Domaine de Montille",德蒙蒂. 普里尼蒙哈榭 一级园 Les Cailleret,1995.0,2000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Champs Canet, Louis Carillon",Louis Carillon. 夏沙尼蒙哈榭 一级园 Les Champs Canet,1995.0,2600.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Combettes, Etienne Sauzet",Etienne Sauzet. 普里尼蒙哈榭一级园 Les Combettes,1999.0,1950.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Combettes, Leflaive",勒弗莱. 普里尼蒙哈榭 一级园 Combettes,2020.0,4000.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Folatieres, Domaine de Montille",德蒙蒂. 普里尼蒙哈榭 一级园 Folatieres,2018.0,1150.0,11,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Folatieres, Leflaive",勒弗莱. 普里尼蒙哈榭 一级园 Folatieres,2022.0,4100.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Folatieres, Leflaive",勒弗莱. 普里尼蒙哈榭 一级园 Folatieres,2020.0,3900.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Folatieres, Leflaive (owc)",勒弗莱. 普里尼蒙哈榭 一级园 Folatieres (原箱),2020.0,3900.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Folatieres, Leflaive (owc)",勒弗莱. 普里尼蒙哈榭 一级园 Folatieres (原箱),2012.0,4200.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Folatieres, Pierre Girardin",PVG. 普里尼蒙哈榭 一级园 Folatieres,2021.0,2100.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Perrieres, Francois Carillon 1.5L",Francois Carillon. 夏沙尼蒙哈榭 一级园 石头园 1.5L,2014.0,3000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Pucelles, Leflaive",勒弗莱. 普里尼蒙哈榭 少女园,2021.0,4600.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Pucelles, Leflaive",勒弗莱. 普里尼蒙哈榭 少女园,2020.0,4800.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Pucelles, Leflaive",勒弗莱. 普里尼蒙哈榭 少女园,2018.0,4300.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Pucelles, Leflaive",勒弗莱. 普里尼蒙哈榭 少女园,2012.0,4700.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Pucelles, Leflaive (owc)",勒弗莱. 普里尼蒙哈榭 少女园 (原箱),2018.0,4300.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Pucelles, Marc Morey",,2008.0,1600.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Pucelles, Marc Morey",,2008.0,1600.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Referts, Arnaud Ente 1.5L",阿诺恩特. 普里尼蒙哈榭 一级园 Les Referts 1.5L,2016.0,18500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet 1er Les Referts, Louis Carillon",Louis Carillon. 夏沙尼蒙哈榭 一级园 Les Referts,2000.0,2600.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet Les Enseigneres, Coche Dury",科奇. 默尔索 Les Enseigneres 村酒,2022.0,7800.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet Les Enseigneres, Ramonet (soiled label)",拉梦奈.. 普里尼蒙哈榭 Les Enseignieres (污标),2012.0,2500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet, Leflaive",勒弗莱. 普里尼蒙哈榭 村酒,2021.0,1950.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet, Leflaive (owc)",勒弗莱. 普里尼蒙哈榭 村酒 (原葙),2016.0,2300.0,7,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet, Leflaive (soiled label)",勒弗莱. 普里尼蒙哈榭 村酒 (污标),2014.0,2300.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet, Leflaive 1.5L (owc)",勒弗莱. 普里尼蒙哈榭 村酒 1.5L (原葙),2020.0,3900.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet, Ramonet",拉梦奈. 普里尼蒙哈榭 村酒,2019.0,1800.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Puligny Montrachet, Ramonet",拉梦奈. 普里尼蒙哈榭 村酒,2018.0,1950.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Rully 1er Les Margotes, Domaine de Villaine",维兰. 胡伊 一级园 Les Margotes,2018.0,650.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Rully 1er Les Margotes, Domaine de Villaine",维兰. 胡伊 一级园 Les Margotes,2018.0,650.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Rully 1er Les Margotes, Domaine de Villaine",维兰. 胡伊 一级园 Les Margotes,2016.0,620.0,21,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Rully Chene, Dureuil Janthial",文森.都杰. 胡伊 Chene,2018.0,580.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Rully Les St Jacques, Domaine de Villaine",,2018.0,500.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"St Bris Les Copains d'Abord, Clement Lavallee",,2021.0,320.0,36,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"St Bris Les Copains d'Abord, Clement Lavallee 1.5L",,2021.0,600.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"St Bris Les Copains d'Abord, Clement Lavallee 1.5L",,2020.0,600.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"St Aubin 1er En Remilly, Chateau de Puligny Montrachet",Chateau de Puligny Montrachet. 圣欧班 一级园 雷米莉,1992.0,1900.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"St Aubin 1er En Remilly, Marc Colin",马克 歌林. 圣欧班 一级园 雷米莉,2022.0,750.0,11,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"St Aubin 1er Hommage a Marguerite, Colin Morey",PYCM. 圣欧班 一级园 Hommage A Marguerite,2016.0,1500.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"St Aubin 1er La Chateniere, Joseph Colin",Joseph Colin. 圣欧班 一级园 La Chateniere,2018.0,650.0,12,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"St Aubin 1er Les Combes, Lamy Pillot",Lamy Pillot. 圣欧班 一级园 Les Combes,2019.0,800.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"St Aubin Le Blanc, Colin Morey",PYCM. 圣欧班 Le Blanc,2015.0,850.0,18,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"L'Estivage Blanc, Maison Glandien",,2021.0,2200.0,11,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"L'Ouverture Blanc, Maison Glandien",,2021.0,1900.0,36,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"L'Ouverture, Maison Glandien",,2021.0,1800.0,23,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Les Escully, Maison Glandien",,2021.0,2200.0,11,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Tete de Ponts, Yann Durieux",雅尼 杜斯. Tete de Ponts,2014.0,1800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"VDF Les Coqueries, Stephane Bernaudeau",,2021.0,1950.0,12,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Volnay 1er Caillerets Ancienne Cuvee Carnot, Bouchard",布尚夫子. 沃尔奈 一级园 Caillerets Ancienne Cuvee Carnot,2005.0,1350.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Volnay 1er Caillerets, Michel Prunier",Michel Prunier. 沃尔奈 一级园 Caillerets,1999.0,950.0,9,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Volnay 1er Champans, Marquis d'Angerville",安杰维勒 侯爵. 沃尔奈 一级园 Champans,2011.0,950.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Volnay 1er Champans, Marquis d'Angerville",安杰维勒 侯爵. 沃尔奈 一级园 Champans,1996.0,2100.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Volnay 1er Clos des 60 Ouvrees, Pousse d'Or",金芽庄. 沃尔奈 一级园 Clos des 60 Ouvrees,2009.0,1350.0,7,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Volnay 1er Clos des Chenes, Ampeau Potinet",Ampeau Potinet. 沃尔奈 一级园 橡木园,1999.0,900.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Volnay 1er Clos des Chenes, Michel Lafarge",Michel Lafarge. 沃尔奈 一级园 橡木园,2015.0,2650.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Volnay 1er Clos des Chenes, Michel Lafarge",Michel Lafarge. 沃尔奈 一级园 橡木园,2004.0,1700.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Volnay 1er Clos des Chenes, Michel Lafarge",Michel Lafarge. 沃尔奈 一级园 橡木园,2003.0,2100.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Volnay 1er Clos des Chenes, Michel Lafarge",Michel Lafarge. 沃尔奈 一级园 橡木园,2001.0,2500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Volnay 1er Clos des Ducs, Marquis d'Angerville",安杰维勒 侯爵. 沃尔奈 一级园 Clos des Ducs,2016.0,1950.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Volnay 1er Clos des Ducs, Marquis d'Angerville",安杰维勒 侯爵. 沃尔奈 一级园 Clos des Ducs,2010.0,3300.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Volnay 1er Clos des Ducs, Marquis d'Angerville",安杰维勒 侯爵. 沃尔奈 一级园 Clos des Ducs,1993.0,3700.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Volnay 1er Clos du Chateau des Ducs, Michel Lafarge",Michel Lafarge. 沃尔奈 一级园 Chateau des Ducs,2009.0,2950.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
